Name,Team,W,L,QS,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/IP,SPTS,SPTS/IP,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Cooper Hjerpe","STL",0.0534,0.0679,0.0757,4.50315,0.1754,0.1754,0,0,,1,4.417,0.9785,0.5384,0.50035,0.134889,0.4738,0.004,0.05,0.8487,7.6383,4.2642,1.79126,1.214,0.192144,0.107267,0.08487661182880402,0.251336,1.4523,0.289939,0.723334,0.402669,,4.76269,-0.000381896,-0.00121267,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Cooper Hjerpe","sa3020736",687309
"Blake Wehunt","BOS",0.0524,0.0687,0.0683,4.83831,0.1853,0.1733,0,0,,1,4.393,1.0573,0.5775,0.53759,0.142444,0.395,0.0043,0.0436,0.7676,6.9084,3.555,1.94329,1.282,0.174733,0.0899158,0.08481674641370773,0.267373,1.4523,0.300509,0.698233,0.441292,,4.76751,-0.000381896,-0.00121267,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Blake Wehunt","sa3023220",687762
"Corey Kluber",,0.0506,0.0651,0.0513,4.77027,0.375,0.133,0,0,,1,4.311,1.085,0.5646,0.53003,0.173111,0.2339,0.0064,0.0475,0.73,6.57,2.1051,3.12099,1.558,0.169334,0.0542566,0.11507772281765938,0.269258,1.3189,0.291665,0.700668,0.365,,4.76978,-0.000381896,-0.00121267,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Corey Kluber","2429",446372
"Carlos Carrasco","ATL",0.0532,0.0655,0.0601,4.87782,0.2612,0.1572,0,0,,1,4.382,1.1113,0.582,0.54198,0.155333,0.3214,0.0072,0.0413,0.7355,6.6195,2.8926,2.28843,1.398,0.167846,0.0733455,0.09450022131204605,0.276491,1.4327,0.30557,0.70003,0.445436,,4.77157,-0.000381896,-0.00121267,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Carlos Carrasco","6632",471911
"James Marvel",,0.0508,0.0667,0.0578,4.77243,0.3115,0.1465,0,0,,1,4.396,1.1073,0.5726,0.53027,0.136111,0.3528,0.0078,0.0432,0.6591,5.9319,3.1752,1.8682,1.225,0.149932,0.0802548,0.06967698037624359,0.276825,1.4601,0.303043,0.69907,0.473999,,4.77438,-0.000381896,-0.00121267,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"James Marvel","19675",621086
"Logan Mercado","ARI",0.0504,0.0637,0.045,4.89672,0.4311,0.1211,0,0,,1,4.433,1.0439,0.5821,0.54408,0.139556,0.4404,0.0111,0.0425,0.8109,7.2981,3.9636,1.84128,1.256,0.182924,0.0993458,0.0835777074098587,0.264272,1.4843,0.301484,0.699965,0.404897,,4.77626,-0.000381896,-0.00121267,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Logan Mercado","sa3067558",694781
"Rony García",,0.0503,0.0646,0.0487,4.78413,0.4022,0.1272,0,0,,1,4.358,1.0109,0.565,0.53157,0.165667,0.3639,0.0094,0.0523,0.8793,7.9137,3.2751,2.41632,1.491,0.201767,0.0835016,0.11826526373624802,0.256456,1.3748,0.291778,0.708569,0.350978,,4.7788,-0.000381896,-0.00121267,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Rony Garcia","20430",665621
"Hagen Smith","CHW",0.0524,0.069,0.0757,4.50495,0.1754,0.1754,0,0,,1,4.444,0.9431,0.5388,0.50055,0.135,0.5481,0.0041,0.0523,0.9538,8.5842,4.9329,1.74019,1.215,0.214626,0.123335,0.0912916362285614,0.245369,1.4912,0.293343,0.731378,0.415762,,4.78374,-0.000381896,-0.00121267,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Hagen Smith","sa3025544",696146
"Luis De Avila",,0.0544,0.0668,0.0748,4.54815,0.1754,0.1754,0,0,,1,4.433,1.0676,0.55,0.50535,0.118111,0.443,0.0041,0.0434,0.6724,6.0516,3.987,1.51783,1.063,0.151681,0.0999323,0.05174825340509415,0.270511,1.5106,0.300844,0.714071,0.5,,4.78498,-0.000381896,-0.00121267,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Luis De Avila","sa3005839",678752
"Chen-Wei Lin","STL",0.0522,0.0691,0.074,4.59153,0.1754,0.1754,0,0,,1,4.421,1.014,0.5515,0.51017,0.128667,0.463,0.004,0.0445,0.7705,6.9345,4.167,1.66415,1.158,0.174282,0.104727,0.0695543959736824,0.259103,1.477,0.293708,0.713643,0.45165,,4.7893,-0.000381896,-0.00121267,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Chen-Wei Lin","sa3022876",813820
"Marcus Walden",,0.0533,0.067,0.0696,4.64445,0.2092,0.1682,0,0,,1,4.356,1.0759,0.5569,0.51605,0.146444,0.3278,0.0049,0.0373,0.6705,6.0345,2.9502,2.04545,1.318,0.153926,0.0752525,0.07867308706045151,0.269588,1.4037,0.292838,0.706445,0.446356,,4.79321,-0.000381896,-0.00121267,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Marcus Walden","8004",519393
"Gage Stanifer","TOR",0.0524,0.0627,0.0504,4.68702,0.3939,0.1289,0,0,,1,4.452,0.9747,0.5597,0.52078,0.136778,0.5205,0.01,0.0435,0.9058,8.1522,4.6845,1.74025,1.231,0.203459,0.116914,0.08654537051916122,0.250694,1.4952,0.294481,0.717567,0.420175,,4.79365,-0.000381896,-0.00121267,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Gage Stanifer","sa3021731",804948
"Bishop Letson","MIL",0.0515,0.0689,0.068,4.72149,0.2109,0.1679,0,0,,1,4.38,1.0308,0.5633,0.52461,0.149556,0.3931,0.0049,0.0455,0.7994,7.1946,3.5379,2.03358,1.346,0.182511,0.0897489,0.0927625522017479,0.261531,1.4239,0.29449,0.708591,0.424054,,4.79636,-0.000381896,-0.00121267,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Bishop Letson","sa3023526",811309
"Winston Santos","TEX",0.0531,0.0682,0.0704,4.77585,0.1754,0.1754,0,0,,1,4.359,1.0427,0.5675,0.53065,0.158778,0.3445,0.004,0.0556,0.8007,7.2063,3.1005,2.32424,1.429,0.183689,0.0790319,0.10465702414512634,0.263381,1.3872,0.294697,0.703659,0.400158,,4.79815,-0.000381896,-0.00121267,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Winston Santos","sa3015952",692437
"Carlos Lagrange","NYY",0.0566,0.0643,0.0734,4.58262,0.1829,0.1739,0,0,,1,4.414,0.9535,0.5465,0.50918,0.149222,0.4797,0.0042,0.0529,0.937,8.433,4.3173,1.9533,1.343,0.212279,0.108677,0.10360217839479446,0.245659,1.4332,0.287738,0.724257,0.404148,,4.79883,-0.000381896,-0.00121267,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Carlos Lagrange","sa3019390",801739
"Gage Ziehl","BOS",0.0509,0.0698,0.0647,4.94919,0.201,0.17,0,0,,1,4.377,1.1453,0.5918,0.54991,0.145444,0.294,0.0047,0.0444,0.6194,5.5746,2.646,2.1068,1.309,0.141512,0.0671693,0.07434317469596863,0.283588,1.4393,0.305415,0.685858,0.467071,,4.80231,-0.000381896,-0.00121267,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Gage Ziehl","sa3045855",695721
"Khal Stephen","CLE",0.0506,0.0706,0.0699,4.76208,0.1837,0.1737,0,0,,1,4.311,1.0491,0.5646,0.52912,0.170556,0.298,0.0042,0.038,0.7783,7.0047,2.682,2.61174,1.535,0.180538,0.0691255,0.1114126667380333,0.263925,1.3471,0.290318,0.706022,0.3785,,4.80376,-0.000381896,-0.00121267,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Khal Stephen","sa3043049",701590
"Kyle Hendricks",,0.0521,0.0692,0.0694,4.82769,0.1754,0.1754,0,0,,1,4.359,1.1031,0.5747,0.53641,0.162,0.2803,0.0074,0.0351,0.6886,6.1974,2.5227,2.45665,1.458,0.157972,0.0643037,0.09366827458143234,0.272801,1.3834,0.294738,0.699205,0.404989,,4.81014,-0.000381896,-0.00121267,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Kyle Hendricks","12049",543294
"Seth Shuman","WSN",0.0482,0.0694,0.0576,4.73463,0.314,0.146,0,0,,1,4.318,1.0889,0.5639,0.52607,0.159,0.2709,0.0076,0.0473,0.6714,6.0426,2.4381,2.47841,1.431,0.155489,0.0627374,0.09275127202272415,0.272239,1.3598,0.293399,0.699877,0.411859,,4.81394,-0.000381896,-0.00121267,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Seth Shuman","sa3011187",670234
"Connor McCullough","CHW",0.0503,0.0711,0.0719,4.70097,0.1754,0.1754,0,0,,1,4.342,1.072,0.561,0.52233,0.157667,0.3173,0.004,0.0429,0.7255,6.5295,2.8557,2.28648,1.419,0.167089,0.0730769,0.09401197731494904,0.269225,1.3893,0.295076,0.708817,0.427663,,4.8144,-0.000381896,-0.00121267,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Connor McCullough","sa3020603",681410
"Daniel Missaki","TEX",0.0496,0.0635,0.0429,4.75326,0.4682,0.1132,0,0,,1,4.412,1.027,0.5669,0.52814,0.143667,0.4298,0.012,0.0525,0.8161,7.3449,3.8682,1.89879,1.293,0.184973,0.0974161,0.08755666017532349,0.261343,1.4568,0.297425,0.708707,0.427027,,4.8175,-0.000381896,-0.00121267,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Daniel Missaki","sa741947",627392
"Sean Paul Liñan","WSN",0.0495,0.0706,0.0678,4.68774,0.2183,0.1663,0,0,,1,4.383,1.0107,0.5591,0.52086,0.145333,0.4193,0.0052,0.0487,0.8051,7.2459,3.7737,1.9201,1.308,0.183687,0.0956651,0.08802191913127899,0.258161,1.43,0.291903,0.71005,0.415439,,4.81827,-0.000381896,-0.00121267,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Sean Paul Linan","sa3019270",800344
"Kade Morris","ATH",0.0546,0.0667,0.0712,4.73823,0.1754,0.1754,0,0,,1,4.384,1.0999,0.5698,0.52647,0.134667,0.342,0.004,0.0599,0.6362,5.7258,3.078,1.86023,1.212,0.145119,0.078011,0.0671076700091362,0.276211,1.4419,0.30058,0.695806,0.489942,,4.8191,-0.000381896,-0.00121267,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Kade Morris","sa3023206",695034
"Eduardo Rivera","BOS",0.0531,0.0666,0.0666,4.68729,0.2307,0.1637,0,0,,1,4.456,1.0258,0.5631,0.52081,0.125,0.5027,0.0056,0.0459,0.7929,7.1361,4.5243,1.57728,1.125,0.17794,0.112814,0.06512568145990372,0.262528,1.5285,0.301321,0.713262,0.47111,,4.82014,-0.000381896,-0.00121267,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Eduardo Rivera","sa3017951",700842
"Blake Money","BAL",0.0541,0.0651,0.0631,4.79349,0.2455,0.1605,0,0,,1,4.35,1.0551,0.5702,0.53261,0.163111,0.3445,0.0059,0.037,0.7866,7.0794,3.1005,2.28331,1.468,0.180828,0.0791954,0.10163218528032303,0.265869,1.3996,0.295479,0.708136,0.409252,,4.82688,-0.000381896,-0.00121267,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Blake Money","sa3023127",690999
"Gabe Mosser","SEA",0.0543,0.0669,0.0738,4.60377,0.1754,0.1754,0,0,,1,4.338,1.045,0.5505,0.51153,0.154111,0.3311,0.004,0.0392,0.7105,6.3945,2.9799,2.14588,1.387,0.163785,0.0763255,0.08745966106653214,0.263377,1.3761,0.287097,0.711513,0.418575,,4.82848,-0.000381896,-0.00121267,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Gabe Mosser","sa3006834",682077
"Chad Dallas","TOR",0.0546,0.0666,0.0705,4.77117,0.1754,0.1754,0,0,,1,4.374,1.0655,0.5693,0.53013,0.153333,0.34,0.004,0.0485,0.7322,6.5898,3.06,2.15353,1.38,0.167398,0.077732,0.0896662101149559,0.267344,1.4055,0.29425,0.702197,0.424181,,4.82957,-0.000381896,-0.00121267,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Chad Dallas","sa3018180",689149
"Brody McCullough","CHC",0.0531,0.0667,0.0657,4.74579,0.229,0.164,0,0,,1,4.355,1.0305,0.5648,0.52731,0.155,0.3779,0.0054,0.0385,0.7848,7.0632,3.4011,2.07674,1.395,0.180207,0.0867738,0.09343283623456955,0.261641,1.4084,0.29195,0.708075,0.40374,,4.82974,-0.000381896,-0.00121267,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Brody McCullough","sa3020599",805664
"Spencer Giesting","ARI",0.0538,0.0674,0.0694,4.82913,0.1754,0.1754,0,0,,1,4.444,1.0684,0.5771,0.53657,0.133,0.4234,0.0041,0.0574,0.7381,6.6429,3.8106,1.74327,1.197,0.166089,0.0952745,0.0708145797252655,0.26958,1.4918,0.302513,0.700597,0.436176,,4.83034,-0.000381896,-0.00121267,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Spencer Giesting","sa3020402",801517
"Hayden Mullins","BOS",0.0529,0.0682,0.0693,4.79304,0.1837,0.1737,0,0,,1,4.447,1.0181,0.5719,0.53256,0.138222,0.4816,0.0043,0.0511,0.8494,7.6446,4.3344,1.7637,1.244,0.191005,0.108298,0.08270744234323502,0.260098,1.4997,0.30064,0.710311,0.428586,,4.83133,-0.000381896,-0.00121267,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Hayden Mullins","sa3023218",683093
"James Hicks","HOU",0.053,0.0679,0.0675,4.84272,0.1919,0.1719,0,0,,1,4.36,1.086,0.5782,0.53808,0.153556,0.331,0.0044,0.0451,0.7134,6.4206,2.979,2.15529,1.382,0.163624,0.0759174,0.08770642429590225,0.272597,1.417,0.299153,0.697824,0.4453,,4.83286,-0.000381896,-0.00121267,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"James Hicks","sa3023161",801802
"Carlos Peña","DET",0.0509,0.0668,0.0603,4.62366,0.3049,0.1479,0,0,,1,4.374,1.0757,0.5529,0.51374,0.145,0.336,0.0075,0.0413,0.6589,5.9301,3.024,1.96101,1.305,0.15064,0.0768176,0.07382258772850037,0.269147,1.4117,0.2915,0.710515,0.41433,,4.83424,-0.000381896,-0.00121267,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Carlos Pena","sa3009519",685329
"Kona Takahashi",,0.0505,0.0709,0.0674,4.9347,0.1754,0.1754,0,0,,1,4.425,1.1559,0.5924,0.5483,0.134,0.3371,0.0041,0.0478,0.5946,5.3514,3.0339,1.76387,1.206,0.134373,0.0761808,0.058192089200019836,0.286107,1.493,0.308591,0.689903,0.492995,,4.84264,-0.000381896,-0.00121267,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Kona Takahashi","sa3062992",
"Brett Sears","ATL",0.0542,0.0659,0.0647,4.88484,0.2125,0.1675,0,0,,1,4.351,1.0692,0.5787,0.54276,0.166556,0.3121,0.005,0.0508,0.7722,6.9498,2.8089,2.47421,1.499,0.177476,0.0717306,0.1057458147406578,0.268098,1.3813,0.296013,0.699054,0.384024,,4.84466,-0.000381896,-0.00121267,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Brett Sears","sa3041892",822412
"Trevor Bauer",,0.0577,0.0633,0.0687,4.86468,0.1754,0.1754,0,0,,1,4.367,1.0682,0.579,0.54052,0.163556,0.3539,0.0054,0.0379,0.7959,7.1631,3.1851,2.24894,1.472,0.182253,0.0810396,0.10121364891529083,0.268716,1.4221,0.299974,0.706633,0.430635,,4.84496,-0.000381896,-0.00121267,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Trevor Bauer","12703",545333
"Trenton Wallace","TOR",0.0534,0.0612,0.0503,4.57722,0.4104,0.1254,0,0,,1,4.401,0.9736,0.5449,0.50858,0.151556,0.4531,0.0104,0.0457,0.8779,7.9011,4.0779,1.93754,1.364,0.199477,0.102954,0.09652351588010788,0.2495,1.4267,0.286153,0.726047,0.382755,,4.84596,-0.000381896,-0.00121267,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Trenton Wallace","sa3017748",680436
"Wilmer Flores",,0.05,0.066,0.052,4.79619,0.3659,0.1349,0,0,,1,4.425,1.0612,0.5741,0.53291,0.137,0.4252,0.0092,0.0435,0.7365,6.6285,3.8268,1.73213,1.233,0.166441,0.0960904,0.0703502893447876,0.26823,1.4864,0.299792,0.704696,0.453993,,4.84924,-0.000381896,-0.00121267,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Wilmer Flores","sa3015223",695865
"Grant Rogers","TOR",0.0542,0.0671,0.0703,4.78278,0.1754,0.1754,0,0,,1,4.371,1.1316,0.5741,0.53142,0.146444,0.2797,0.004,0.05,0.5892,5.3028,2.5173,2.10654,1.318,0.134798,0.0639899,0.07080760598182678,0.280009,1.4113,0.298021,0.694036,0.469173,,4.84961,-0.000381896,-0.00121267,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Grant Rogers","sa3023522",814804
"Evan Fitterer","SDP",0.051,0.063,0.0488,4.54149,0.4352,0.1202,0,0,,1,4.455,1.0339,0.5496,0.50461,0.114111,0.49,0.0112,0.0593,0.7084,6.3756,4.41,1.44571,1.027,0.159012,0.109989,0.049023568630218506,0.264716,1.5239,0.298324,0.714221,0.515535,,4.84968,-0.000381896,-0.00121267,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Evan Fitterer","sa3011433",683157
"Ethan Hankins",,0.0521,0.0692,0.0697,4.81149,0.1754,0.1754,0,0,,1,4.409,1.0481,0.5745,0.53461,0.144222,0.4177,0.004,0.0414,0.7681,6.9129,3.7593,1.83888,1.298,0.174212,0.094738,0.07947380840778351,0.265348,1.4658,0.297565,0.705204,0.433001,,4.85113,-0.000381896,-0.00121267,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Ethan Hankins","sa3008589",677945
"Jaron DeBerry","MIL",0.051,0.0696,0.0674,4.78431,0.2043,0.1693,0,0,,1,4.358,1.0549,0.5695,0.53159,0.159111,0.3458,0.0048,0.0424,0.7576,6.8184,3.1122,2.19086,1.432,0.173841,0.0793483,0.09449288994073868,0.265731,1.4007,0.293404,0.705636,0.411701,,4.85298,-0.000381896,-0.00121267,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Jaron DeBerry","sa3029984",809229
"Peyton Plumlee",,0.05,0.0661,0.0521,4.83498,0.3593,0.1363,0,0,,1,4.391,1.0506,0.575,0.53722,0.152778,0.3858,0.009,0.0434,0.7764,6.9876,3.4722,2.01244,1.375,0.176816,0.0878615,0.08895468711853027,0.265183,1.4364,0.296055,0.704615,0.406011,,4.85605,-0.000381896,-0.00121267,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Peyton Plumlee","sa3011654",690183
