Name,Team,W,L,QS,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/IP,SPTS,SPTS/IP,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Alexander Almonte","NYY",0.0325,0.0892,0.033,6.68214,0.1919,0.1719,0,0,,1,4.829,1.1965,0.7875,0.74246,0.173667,0.7128,0.0049,0.0484,0.4697,4.2273,6.4152,0.658951,1.563,0.0972665,0.147608,-0.050341688096523285,0.294139,1.9093,0.298687,0.673282,0.428994,,6.737,-0.000381896,-0.00121267,999,,,,,,,1.8000000000000003,1.8000000000000003,2,2,,,,,,,,,,,,,,,,,,,"Alexander Almonte","sa3024593",823012
"Starlin Savinon","TBR",0.0348,0.0835,0.0306,6.52401,0.3131,0.1461,0,0,,1,4.888,1.171,0.7708,0.72489,0.155444,0.8109,0.0088,0.0441,0.4901,4.4109,7.2981,0.60439,1.399,0.100266,0.165896,-0.06563011556863785,0.290355,1.9819,0.299799,0.686457,0.436012,,6.74071,-0.000381896,-0.00121267,999,,,,,,,1.8000000000000003,1.8000000000000003,2,2,,,,,,,,,,,,,,,,,,,"Starlin Savinon","sa3021735",806710
"Luis Espinoza","BAL",0.0322,0.0901,0.0333,6.70257,0.1754,0.1754,0,0,,1,4.824,1.2148,0.7902,0.74473,0.174222,0.6915,0.0044,0.0475,0.4378,3.9402,6.2235,0.633116,1.568,0.0907546,0.143346,-0.05259121209383011,0.297381,1.9063,0.299621,0.671383,0.434991,,6.74143,-0.000381896,-0.00121267,999,,,,,,,1.8000000000000003,1.8000000000000003,2,2,,,,,,,,,,,,,,,,,,,"Luis Espinoza","sa3024262",821646
"Yereny Teus","TBR",0.0336,0.0852,0.0307,6.55182,0.2934,0.1504,0,0,,1,4.826,1.1589,0.771,0.72798,0.183778,0.7382,0.0081,0.0473,0.5692,5.1228,6.6438,0.771065,1.654,0.117944,0.152963,-0.03501866012811661,0.286821,1.8971,0.296613,0.686725,0.400962,,6.74235,-0.000381896,-0.00121267,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Yereny Teus","sa3020978",806711
"Esteban Luna","BAL",0.0324,0.0894,0.0329,6.68934,0.1919,0.1719,0,0,,1,4.848,1.1944,0.789,0.74326,0.169222,0.7382,0.0049,0.0483,0.4729,4.2561,6.6438,0.640612,1.523,0.0975454,0.152269,-0.054723598062992096,0.294079,1.9326,0.299814,0.674416,0.437986,,6.74873,-0.000381896,-0.00121267,999,,,,,,,1.8000000000000003,1.8000000000000003,2,2,,,,,,,,,,,,,,,,,,,"Esteban Luna","sa3024100",823718
"Chalniel Arias","NYY",0.0373,0.0779,0.0269,6.50853,0.4113,0.1253,0,0,,1,4.837,1.1573,0.7672,0.72317,0.181,0.7399,0.0117,0.0461,0.5466,4.9194,6.6591,0.738748,1.629,0.113004,0.152967,-0.03996279835700989,0.285683,1.8972,0.293765,0.687432,0.418353,,6.75294,-0.000381896,-0.00121267,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Chalniel Arias","sa3019370",703921
"Alejandro Chiquillo","TEX",0.0336,0.0839,0.0265,6.72642,0.3404,0.1404,0,0,,1,4.84,1.1883,0.7915,0.74738,0.178111,0.7336,0.0095,0.046,0.5168,4.6512,6.6024,0.704471,1.603,0.106777,0.15157,-0.04479338973760605,0.292656,1.9219,0.300161,0.675856,0.418074,,6.75578,-0.000381896,-0.00121267,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Alejandro Chiquillo","sa3024270",823330
"Mason Pelio","CIN",0.0326,0.0897,0.0346,6.63129,0.1754,0.1754,0,0,,1,4.771,1.1905,0.781,0.73681,0.196333,0.6489,0.0044,0.0521,0.5162,4.6458,5.8401,0.7955,1.767,0.108195,0.136009,-0.0278138667345047,0.292506,1.8394,0.296106,0.676496,0.427803,,6.75807,-0.000381896,-0.00121267,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Mason Pelio","sa3020381",680900
"Gilberto Lopez","TEX",0.0326,0.088,0.0306,6.72048,0.2332,0.1632,0,0,,1,4.821,1.1859,0.7901,0.74672,0.182222,0.706,0.0062,0.0483,0.5023,4.5207,6.354,0.711473,1.64,0.10419,0.146443,-0.04225262999534607,0.291612,1.8919,0.296755,0.673147,0.404004,,6.76232,-0.000381896,-0.00121267,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Gilberto Lopez","sa3024782",821595
"Eduardo Robles","PHI",0.0323,0.0895,0.0324,6.71328,0.1919,0.1719,0,0,,1,4.813,1.2033,0.79,0.74592,0.181,0.6856,0.0049,0.0463,0.4607,4.1463,6.1704,0.671966,1.629,0.0957199,0.142448,-0.04672761261463165,0.294847,1.8889,0.297232,0.671905,0.415976,,6.76244,-0.000381896,-0.00121267,999,,,,,,,1.8000000000000003,1.8000000000000003,2,2,,,,,,,,,,,,,,,,,,,"Eduardo Robles","sa3022261",810856
"Franklin Gil","HOU",0.0341,0.0847,0.0279,6.74613,0.2934,0.1504,0,0,,1,4.786,1.1831,0.7923,0.74957,0.192667,0.682,0.008,0.0435,0.5261,4.7349,6.138,0.771408,1.734,0.109925,0.142499,-0.03257417678833008,0.291368,1.8651,0.296383,0.672447,0.399555,,6.7641,-0.000381896,-0.00121267,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Franklin Gil","sa3019626",805046
"Hunter Hollan","CIN",0.0336,0.0859,0.0309,6.59538,0.2711,0.1551,0,0,,1,4.794,1.1724,0.7748,0.73282,0.196444,0.6871,0.0073,0.0461,0.5622,5.0598,6.1839,0.818222,1.768,0.117272,0.143325,-0.026053398847579956,0.288712,1.8595,0.295551,0.684579,0.390901,,6.76411,-0.000381896,-0.00121267,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Hunter Hollan","sa3025045",702052
"Franco Zabaleta","ATH",0.0338,0.0867,0.0331,6.58701,0.2332,0.1632,0,0,,1,4.857,1.1786,0.776,0.73189,0.168444,0.7561,0.0062,0.0469,0.4828,4.3452,6.8049,0.63854,1.516,0.0994029,0.155672,-0.05626929551362991,0.290725,1.9347,0.296864,0.682038,0.410001,,6.76831,-0.000381896,-0.00121267,999,,,,,,,1.8000000000000003,1.8000000000000003,2,2,,,,,,,,,,,,,,,,,,,"Franco Zabaleta","sa3024242",821032
"Brayan Narvaez","SFG",0.0322,0.0901,0.0325,6.73992,0.1754,0.1754,0,0,,1,4.771,1.2065,0.7905,0.74888,0.197222,0.6221,0.0044,0.0483,0.4708,4.2372,5.5989,0.756792,1.775,0.0986795,0.130392,-0.031712427735328674,0.294225,1.8286,0.294029,0.668668,0.380989,,6.76863,-0.000381896,-0.00121267,999,,,,,,,1.8000000000000003,1.8000000000000003,2,2,,,,,,,,,,,,,,,,,,,"Brayan Narvaez","sa3022133",808352
"Xavier Lopez","TBR",0.032,0.0904,0.0325,6.7437,0.1754,0.1754,0,0,,1,4.819,1.2,0.7931,0.7493,0.182333,0.6905,0.0044,0.049,0.4764,4.2876,6.2145,0.689935,1.641,0.0988587,0.143287,-0.04442831873893738,0.294154,1.8905,0.297497,0.671097,0.410996,,6.77117,-0.000381896,-0.00121267,999,,,,,,,1.8000000000000003,1.8000000000000003,2,2,,,,,,,,,,,,,,,,,,,"Xavier Lopez","sa3024539",820931
"Dilan Fernandez","SFG",0.0319,0.0899,0.0318,6.74883,0.1919,0.1719,0,0,,1,4.82,1.2176,0.7947,0.74987,0.179667,0.6825,0.0049,0.0452,0.436,3.924,6.1425,0.638828,1.617,0.0904564,0.141598,-0.05114108324050903,0.297534,1.9001,0.298546,0.670522,0.423995,,6.7819,-0.000381896,-0.00121267,999,,,,,,,1.8000000000000003,1.8000000000000003,2,2,,,,,,,,,,,,,,,,,,,"Dilan Fernandez","sa3023688",816403
"Orlando Suarez","CHW",0.0321,0.0891,0.0307,6.75405,0.215,0.167,0,0,,1,4.848,1.178,0.7943,0.75045,0.177778,0.7451,0.0056,0.0484,0.5208,4.6872,6.7059,0.698967,1.6,0.107426,0.153692,-0.046266503632068634,0.290541,1.9231,0.298047,0.674228,0.410014,,6.78515,-0.000381896,-0.00121267,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Orlando Suarez","sa3023863",823861
"Randry De Leon","SFG",0.0339,0.0819,0.0246,6.67512,0.3964,0.1284,0,0,,1,4.884,1.1471,0.7863,0.74168,0.166556,0.8192,0.0114,0.0495,0.5586,5.0274,7.3728,0.681885,1.499,0.114373,0.167731,-0.05335790663957596,0.285682,1.9663,0.298025,0.680852,0.421002,,6.78926,-0.000381896,-0.00121267,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Randry De Leon","sa3022025",808359
"Jose Cruz","KCR",0.0316,0.0908,0.032,6.76548,0.1754,0.1754,0,0,,1,4.845,1.2021,0.7968,0.75172,0.175222,0.7243,0.0044,0.048,0.4694,4.2246,6.5187,0.648074,1.577,0.0968834,0.149494,-0.05261094868183136,0.29516,1.9264,0.299549,0.671945,0.426996,,6.79113,-0.000381896,-0.00121267,999,,,,,,,1.8000000000000003,1.8000000000000003,2,2,,,,,,,,,,,,,,,,,,,"Jose Cruz","sa3024843",821781
"Zhiorman Imbriano",,0.0336,0.0872,0.0333,6.59682,0.2266,0.1646,0,0,,1,4.893,1.1906,0.7794,0.73298,0.156444,0.7952,0.0061,0.0477,0.4517,4.0653,7.1568,0.568033,1.408,0.0923155,0.162518,-0.07020232826471329,0.293968,1.9858,0.300456,0.682825,0.44199,,6.79421,-0.000381896,-0.00121267,999,,,,,,,1.8000000000000003,1.8000000000000003,2,2,,,,,,,,,,,,,,,,,,,"Zhiorman Imbriano","sa3017785",699391
"Darrel Lunar","WSN",0.0292,0.0914,0.0307,6.70914,0.2365,0.1625,0,0,,1,4.831,1.1883,0.7898,0.74546,0.175778,0.7253,0.0063,0.049,0.4743,4.2687,6.5277,0.653936,1.582,0.0981784,0.150135,-0.051956117153167725,0.292923,1.9136,0.297222,0.673939,0.418885,,6.79455,-0.000381896,-0.00121267,999,,,,,,,1.8000000000000003,1.8000000000000003,2,2,,,,,,,,,,,,,,,,,,,"Darrel Lunar","sa3024252",821188
"Manuel Perez","ATH",0.0322,0.0889,0.0309,6.73596,0.2183,0.1663,0,0,,1,4.838,1.2053,0.7936,0.74844,0.175222,0.7112,0.0058,0.0505,0.4516,4.0644,6.4008,0.634983,1.577,0.0933444,0.147003,-0.05365854501724243,0.295685,1.9165,0.298618,0.671917,0.42901,,6.79493,-0.000381896,-0.00121267,999,,,,,,,1.8000000000000003,1.8000000000000003,2,2,,,,,,,,,,,,,,,,,,,"Manuel Perez","sa3019373",800207
"Marco Eluscat","SDP",0.0336,0.0883,0.0346,6.59673,0.1919,0.1719,0,0,,1,4.877,1.1659,0.7775,0.73297,0.165444,0.7889,0.005,0.0496,0.5021,4.5189,7.1001,0.636456,1.489,0.102953,0.161759,-0.0588066503405571,0.288696,1.9548,0.296787,0.683214,0.414012,,6.79721,-0.000381896,-0.00121267,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Marco Eluscat","sa3025026",821644
"Jesús  Palacios","BAL",0.0345,0.0853,0.028,6.795,0.2604,0.1574,0,0,,1,4.851,1.1865,0.7992,0.755,0.183222,0.737,0.0071,0.0552,0.5479,4.9311,6.633,0.743419,1.649,0.112946,0.151927,-0.03898164629936218,0.292328,1.9235,0.301495,0.67445,0.420872,,6.79782,-0.000381896,-0.00121267,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Jesus  Palacios","sa3018860",800462
"Frenny Grant","DET",0.0333,0.089,0.0351,6.60699,0.1754,0.1754,0,0,,1,4.876,1.1728,0.7788,0.73411,0.165333,0.7804,0.0045,0.0512,0.49,4.41,7.0236,0.627883,1.488,0.100492,0.160049,-0.059557005763053894,0.289981,1.9532,0.29727,0.682103,0.416996,,6.79927,-0.000381896,-0.00121267,999,,,,,,,1.8000000000000003,1.8000000000000003,2,2,,,,,,,,,,,,,,,,,,,"Frenny Grant","sa3021572",814133
"Marlon De La Cruz","WSN",0.0317,0.0907,0.0323,6.75063,0.1754,0.1754,0,0,,1,4.871,1.1866,0.7957,0.75007,0.168556,0.7623,0.0045,0.0568,0.4905,4.4145,6.8607,0.643447,1.517,0.100698,0.156498,-0.05579962581396103,0.29285,1.9489,0.300056,0.673235,0.435996,,6.80266,-0.000381896,-0.00121267,999,,,,,,,1.8000000000000003,1.8000000000000003,2,2,,,,,,,,,,,,,,,,,,,"Marlon De La Cruz","sa3023833",821023
"Diomer Gonzalez","ATH",0.0322,0.0882,0.0298,6.75909,0.2406,0.1616,0,0,,1,4.829,1.2086,0.7955,0.75101,0.179444,0.7015,0.0065,0.045,0.4523,4.0707,6.3135,0.644761,1.615,0.0936633,0.145268,-0.05160488188266754,0.296044,1.9101,0.298241,0.6719,0.419998,,6.80281,-0.000381896,-0.00121267,999,,,,,,,1.8000000000000003,1.8000000000000003,2,2,,,,,,,,,,,,,,,,,,,"Diomer Gonzalez","sa3025109",828307
"Moises Castillo","CIN",0.0322,0.0887,0.0304,6.75576,0.2224,0.1654,0,0,,1,4.829,1.1783,0.7935,0.75064,0.184556,0.7157,0.0059,0.0512,0.5151,4.6359,6.4413,0.719715,1.661,0.106668,0.148209,-0.04154068976640701,0.290072,1.894,0.295542,0.672833,0.395998,,6.80486,-0.000381896,-0.00121267,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Moises Castillo","sa3024517",806876
"Victor Espiritu",,0.0337,0.0816,0.024,6.71886,0.4113,0.1253,0,0,,1,4.871,1.1979,0.7927,0.74654,0.166111,0.7647,0.0118,0.0458,0.4592,4.1328,6.8823,0.600497,1.495,0.0942722,0.15699,-0.06271812319755554,0.295013,1.9626,0.300359,0.676225,0.441995,,6.80768,-0.000381896,-0.00121267,999,,,,,,,1.8000000000000003,1.8000000000000003,2,2,,,,,,,,,,,,,,,,,,,"Victor Espiritu","sa3023847",821417
"Rubender Pena","TBR",0.0319,0.0899,0.0317,6.75198,0.1919,0.1719,0,0,,1,4.829,1.2015,0.7945,0.75022,0.180444,0.6994,0.0049,0.0506,0.46,4.14,6.2946,0.657707,1.624,0.0952578,0.144833,-0.049575477838516235,0.294558,1.9009,0.296943,0.671246,0.417002,,6.81091,-0.000381896,-0.00121267,999,,,,,,,1.8000000000000003,1.8000000000000003,2,2,,,,,,,,,,,,,,,,,,,"Rubender Pena","sa3024097",823214
"Eric Veras","COL",0.0331,0.0893,0.0348,6.62094,0.1754,0.1754,0,0,,1,4.859,1.2063,0.7812,0.73566,0.165667,0.7376,0.0045,0.0483,0.4141,3.7269,6.6384,0.561415,1.491,0.0852233,0.151801,-0.0665774866938591,0.296163,1.9439,0.297891,0.67916,0.429002,,6.8183,-0.000381896,-0.00121267,999,,,,,,,1.8000000000000003,1.8000000000000003,2,2,,,,,,,,,,,,,,,,,,,"Eric Veras","sa3024462",821626
"Gerardo Lopez","PHI",0.0315,0.0909,0.0315,6.79401,0.1754,0.1754,0,0,,1,4.822,1.2089,0.7987,0.75489,0.185,0.6827,0.0044,0.0498,0.4596,4.1364,6.1443,0.673209,1.665,0.0953131,0.14158,-0.046267107129096985,0.295611,1.8916,0.297222,0.669423,0.408998,,6.81844,-0.000381896,-0.00121267,999,,,,,,,1.8000000000000003,1.8000000000000003,2,2,,,,,,,,,,,,,,,,,,,"Gerardo Lopez","sa3024891",825751
"Marcos Pimentel","COL",0.0312,0.0912,0.0309,6.82398,0.1754,0.1754,0,0,,1,4.815,1.2155,0.8015,0.75822,0.188667,0.6706,0.0044,0.0454,0.4574,4.1166,6.0354,0.682076,1.698,0.0949948,0.139273,-0.04427830129861832,0.296536,1.8861,0.29738,0.668694,0.40199,,6.821,-0.000381896,-0.00121267,999,,,,,,,1.8000000000000003,1.8000000000000003,2,2,,,,,,,,,,,,,,,,,,,"Marcos Pimentel","sa3024085",821021
"Hamlet Garcia","MIA",0.0287,0.0924,0.0292,6.822,0.2266,0.1646,0,0,,1,4.855,1.2048,0.803,0.758,0.174,0.7318,0.0061,0.0479,0.4565,4.1085,6.5862,0.623804,1.566,0.0940268,0.150731,-0.056704431772232056,0.295635,1.9366,0.299234,0.669581,0.424133,,6.82324,-0.000381896,-0.00121267,999,,,,,,,1.8000000000000003,1.8000000000000003,2,2,,,,,,,,,,,,,,,,,,,"Hamlet Garcia","sa3021022",808697
"Diego Arroyo","COL",0.0331,0.0882,0.0328,6.65667,0.2109,0.1679,0,0,,1,4.881,1.1724,0.7837,0.73963,0.168222,0.7872,0.0056,0.0477,0.4993,4.4937,7.0848,0.634273,1.514,0.102295,0.161278,-0.05898381769657135,0.289761,1.9596,0.297219,0.682041,0.408004,,6.82812,-0.000381896,-0.00121267,999,,,,,,,1.8000000000000003,1.8000000000000003,2,2,,,,,,,,,,,,,,,,,,,"Diego Arroyo","sa3068474",829485
"Eliezer Pena","COL",0.0326,0.086,0.0271,6.76584,0.3024,0.1484,0,0,,1,4.858,1.1835,0.796,0.75176,0.176444,0.7463,0.0084,0.053,0.4987,4.4883,6.7167,0.66823,1.588,0.102655,0.153623,-0.05096747726202011,0.291596,1.9298,0.297632,0.673767,0.415001,,6.82941,-0.000381896,-0.00121267,999,,,,,,,1.8000000000000003,1.8000000000000003,2,2,,,,,,,,,,,,,,,,,,,"Eliezer Pena","sa3022119",807979
"Yermain Ruiz","BOS",0.0314,0.0857,0.0215,7.01289,0.356,0.137,0,0,,1,4.871,1.2219,0.8238,0.77921,0.177333,0.7369,0.0101,0.047,0.4791,4.3119,6.6321,0.650156,1.596,0.0983576,0.151283,-0.0529254749417305,0.298965,1.9588,0.304479,0.663536,0.421517,,6.83397,-0.000381896,-0.00121267,999,,,,,,,1.8000000000000003,1.8000000000000003,2,2,,,,,,,,,,,,,,,,,,,"Yermain Ruiz","sa3024529",815938
"Enmanuel Talavera",,0.0313,0.0911,0.031,6.82011,0.1754,0.1754,0,0,,1,4.815,1.1968,0.8001,0.75779,0.192222,0.6834,0.0044,0.0454,0.4916,4.4244,6.1506,0.719344,1.73,0.102098,0.141931,-0.03983385115861893,0.292888,1.8802,0.295258,0.670416,0.387004,,6.83722,-0.000381896,-0.00121267,999,,,,,,,1.8000000000000003,1.8000000000000003,2,2,,,,,,,,,,,,,,,,,,,"Enmanuel Talavera","sa3021746",807637
"Nelvis Ochoa",,0.0314,0.0897,0.0289,6.85125,0.22,0.166,0,0,,1,4.824,1.212,0.8042,0.76125,0.189556,0.6795,0.0058,0.0475,0.4711,4.2399,6.1155,0.693304,1.706,0.0976575,0.140858,-0.04320065677165985,0.295826,1.8915,0.297538,0.668646,0.39701,,6.83816,-0.000381896,-0.00121267,999,,,,,,,1.8000000000000003,1.8000000000000003,2,2,,,,,,,,,,,,,,,,,,,"Nelvis Ochoa","sa3015932",691440
"Diustin Mayorquin","MIL",0.0327,0.0849,0.0257,6.80292,0.3354,0.1414,0,0,,1,4.853,1.1898,0.7996,0.75588,0.180222,0.7385,0.0095,0.0474,0.4986,4.4874,6.6465,0.675152,1.622,0.102741,0.152174,-0.04943333566188812,0.292543,1.9283,0.297962,0.673453,0.407008,,6.83853,-0.000381896,-0.00121267,999,,,,,,,1.8000000000000003,1.8000000000000003,2,2,,,,,,,,,,,,,,,,,,,"Diustin Mayorquin","sa3068487",829944
"Josiah Romeo","ATH",0.0312,0.0904,0.0299,6.82488,0.2043,0.1693,0,0,,1,4.863,1.2309,0.8048,0.75832,0.170667,0.7255,0.0054,0.0446,0.4122,3.7098,6.5295,0.56816,1.536,0.0847625,0.149188,-0.06442525237798691,0.30074,1.9564,0.302058,0.670523,0.446999,,6.8397,-0.000381896,-0.00121267,999,,,,,,,1.8000000000000003,1.8000000000000003,2,2,,,,,,,,,,,,,,,,,,,"Josiah Romeo","sa3067315",812559
"Luis Burgos","ATH",0.0318,0.089,0.0294,6.79284,0.2332,0.1632,0,0,,1,4.869,1.1998,0.8004,0.75476,0.171333,0.7554,0.0062,0.0479,0.4662,4.1958,6.7986,0.617156,1.542,0.0957486,0.155145,-0.05939618498086929,0.295103,1.9552,0.300005,0.673222,0.434005,,6.83997,-0.000381896,-0.00121267,999,,,,,,,1.8000000000000003,1.8000000000000003,2,2,,,,,,,,,,,,,,,,,,,"Luis Burgos","sa3024292",827469
"Wifrailyn Jaquez","PIT",0.0312,0.0909,0.0303,6.82668,0.1903,0.1723,0,0,,1,4.862,1.2029,0.8035,0.75852,0.175778,0.7381,0.0049,0.0502,0.4715,4.2435,6.6429,0.638802,1.582,0.0969766,0.15181,-0.05483340471982956,0.295284,1.941,0.299765,0.671127,0.424985,,6.84215,-0.000381896,-0.00121267,999,,,,,,,1.8000000000000003,1.8000000000000003,2,2,,,,,,,,,,,,,,,,,,,"Wifrailyn Jaquez","sa3024278",823868
"Ovis Portes","CIN",0.0321,0.088,0.0289,6.72525,0.2546,0.1586,0,0,,1,4.814,1.1416,0.7894,0.74725,0.200444,0.7329,0.0068,0.0532,0.6266,5.6394,6.5961,0.85496,1.804,0.130162,0.152243,-0.022081419825553894,0.283423,1.8745,0.294032,0.680793,0.395502,,6.84601,-0.000381896,-0.00121267,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Ovis Portes","sa3019644",802086
"Manuel Osorio","CLE",0.034,0.0848,0.0303,6.59205,0.2934,0.1504,0,0,,1,4.9,1.1632,0.7778,0.73245,0.16,0.8217,0.0081,0.0493,0.4908,4.4172,7.3953,0.597298,1.44,0.100163,0.167694,-0.06753060966730118,0.288707,1.9849,0.296963,0.685502,0.424992,,6.84654,-0.000381896,-0.00121267,999,,,,,,,1.8000000000000003,1.8000000000000003,2,2,,,,,,,,,,,,,,,,,,,"Manuel Osorio","sa3021772",808130
"Kevin Martinez","COL",0.0309,0.0915,0.0304,6.85125,0.1754,0.1754,0,0,,1,4.833,1.2114,0.8049,0.76125,0.186,0.6958,0.0044,0.0456,0.4654,4.1886,6.2622,0.66887,1.674,0.0962963,0.143969,-0.04767225682735443,0.29607,1.9072,0.298064,0.669359,0.406,,6.84654,-0.000381896,-0.00121267,999,,,,,,,1.8000000000000003,1.8000000000000003,2,2,,,,,,,,,,,,,,,,,,,"Kevin Martinez","sa3068133",830427
"Bernardo Rivera","TEX",0.032,0.0886,0.0296,6.7752,0.2332,0.1632,0,0,,1,4.861,1.1664,0.7964,0.7528,0.178556,0.7638,0.0062,0.0532,0.5295,4.7655,6.8742,0.693244,1.607,0.108928,0.157128,-0.04819996654987335,0.288427,1.9302,0.296121,0.674792,0.404998,,6.84836,-0.000381896,-0.00121267,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Bernardo Rivera","sa3024531",815969
"Anthony Gantes","HOU",0.0317,0.0884,0.0286,6.81354,0.2505,0.1595,0,0,,1,4.858,1.2099,0.8023,0.75706,0.175222,0.7331,0.0068,0.0463,0.4513,4.0617,6.5979,0.615605,1.577,0.0928983,0.150906,-0.058007411658763885,0.296646,1.943,0.299726,0.671913,0.429006,,6.84863,-0.000381896,-0.00121267,999,,,,,,,1.8000000000000003,1.8000000000000003,2,2,,,,,,,,,,,,,,,,,,,"Anthony Gantes","sa3024230",820878
"Moises Meza","COL",0.0316,0.0885,0.0283,6.82614,0.2505,0.1595,0,0,,1,4.864,1.1962,0.8031,0.75846,0.176333,0.751,0.0068,0.0463,0.4847,4.3623,6.759,0.645406,1.587,0.0996505,0.1544,-0.05474918335676193,0.294145,1.9472,0.299462,0.672868,0.420015,,6.84997,-0.000381896,-0.00121267,999,,,,,,,1.8000000000000003,1.8000000000000003,2,2,,,,,,,,,,,,,,,,,,,"Moises Meza","sa3023822",816396
"Harrison Ruiz","CLE",0.0311,0.0913,0.0308,6.83082,0.1754,0.1754,0,0,,1,4.819,1.2209,0.8028,0.75898,0.187333,0.669,0.0044,0.0489,0.436,3.924,6.021,0.651719,1.686,0.0904752,0.138825,-0.04835028946399689,0.297701,1.8899,0.297193,0.667902,0.409003,,6.85217,-0.000381896,-0.00121267,999,,,,,,,1.8000000000000003,1.8000000000000003,2,2,,,,,,,,,,,,,,,,,,,"Harrison Ruiz","sa3022193",806916
"Dylan Wilson","SEA",0.0336,0.0871,0.0332,6.59493,0.2266,0.1646,0,0,,1,4.841,1.162,0.777,0.73277,0.179333,0.7371,0.0061,0.0507,0.4866,4.3794,6.6339,0.660155,1.614,0.100516,0.152262,-0.05174550414085388,0.286687,1.8991,0.290106,0.680872,0.411601,,6.85667,-0.000381896,-0.00121267,999,,,,,,,1.8000000000000003,1.8000000000000003,2,2,,,,,,,,,,,,,,,,,,,"Dylan Wilson","sa3021017",808511
"Salvador Casado","BAL",0.0311,0.0908,0.0306,6.81093,0.1919,0.1719,0,0,,1,4.896,1.2007,0.8036,0.75677,0.164,0.7876,0.005,0.0507,0.4614,4.1526,7.0884,0.58583,1.476,0.0942402,0.160866,-0.06662581115961075,0.295907,1.9883,0.302042,0.673623,0.450992,,6.85924,-0.000381896,-0.00121267,999,,,,,,,1.8000000000000003,1.8000000000000003,2,2,,,,,,,,,,,,,,,,,,,"Salvador Casado","sa3024103",823883
"Adam Bates","BOS",0.0321,0.0819,0.0165,6.98778,0.4624,0.1144,0,0,,1,4.842,1.1951,0.818,0.77642,0.191111,0.7144,0.0131,0.048,0.523,4.707,6.4296,0.732083,1.72,0.108013,0.147542,-0.03952912241220474,0.292945,1.9095,0.298319,0.664761,0.377794,,6.86078,-0.000381896,-0.00121267,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Adam Bates","sa3023637",806724
"Franklyn Moreta","MIA",0.0325,0.0845,0.0243,6.82335,0.356,0.137,0,0,,1,4.872,1.1743,0.8016,0.75815,0.178667,0.7686,0.0101,0.0522,0.5288,4.7592,6.9174,0.688004,1.608,0.108539,0.157759,-0.04922002553939819,0.289865,1.9429,0.297761,0.674222,0.402992,,6.8626,-0.000381896,-0.00121267,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Franklyn Moreta","sa3018888",802089
"Melvin Rodriguez","MIN",0.0293,0.0923,0.0267,6.98049,0.2109,0.1679,0,0,,1,4.874,1.2232,0.8194,0.77561,0.179444,0.7248,0.0056,0.0502,0.4643,4.1787,6.5232,0.640591,1.615,0.0952606,0.148707,-0.053446851670742035,0.298414,1.948,0.302078,0.665143,0.407778,,6.86431,-0.000381896,-0.00121267,999,,,,,,,1.8000000000000003,1.8000000000000003,2,2,,,,,,,,,,,,,,,,,,,"Melvin Rodriguez","sa3024087",821060
