Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Max Durrington","ATH",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.215008,0.0703615,0.248629,0.282998,0.272326,0.314716,0.260691,0.587042,0.0997079,3.47281,0.274403,,-0.000374827,0.075643,-0.0425147,63.7896,-0.000374827,0.00213886,-0.043172362667974085,0.002138857962563634,-0.000735545,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Max Durrington","sa3067341",828589
"Cal Mitchell",,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.218456,0.0708,0.26738,0.264792,0.277097,0.346154,0.274368,0.623251,0.127698,3.49183,0.278002,,-0.00125964,0.0867478,-0.0314099,75.9297,-0.00125964,-0.0106943,-0.02978797280229628,-0.010694287717342377,-0.00073788,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Cal Mitchell","22169",668751
"Owen Carey","ATL",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.227202,0.0406953,0.237168,0.171588,0.268889,0.331658,0.263923,0.600547,0.104456,3.33918,0.284862,,-0.00224511,0.078267,-0.0398907,65.9098,-0.00224511,0.00213886,-0.04264899296686053,0.002138857962563634,-0.000740732,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Owen Carey","sa3067044",826928
"David Calabrese","LAA",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.201558,0.0779778,0.290843,0.26811,0.265585,0.323776,0.26089,0.589361,0.122218,4.9318,0.266613,,-0.000343725,0.0758048,-0.0423529,63.0832,-0.000343725,0.00213886,-0.04385450095287524,0.002138857962563634,-0.000746602,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"David Calabrese","sa3014507",683341
"Angel Guzman","SFG",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.19309,0.0930815,0.318711,0.292056,0.273276,0.296302,0.25663,0.569577,0.103211,3.81099,0.277992,,-0.0015978,0.0723463,-0.0458114,63.7786,-0.0015978,0.00393692,-0.04452762415166944,0.003936924040317535,-0.000748974,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Angel Guzman","sa3021268",808401
"Albert Fabian","SDP",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.213943,0.0636803,0.26179,0.24325,0.270797,0.355738,0.274626,0.626535,0.141795,2.04813,0.263172,,-0.00319411,0.0869572,-0.0312005,77.4517,-0.00319411,-0.0106943,-0.029918558662757277,-0.010694287717342377,-0.00075124,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Albert Fabian","sa3008888",683546
"Trevor Boone",,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.212563,0.055127,0.377571,0.146004,0.261831,0.385747,0.27961,0.647578,0.173184,6.69301,0.312661,,0.000527717,0.0910031,-0.0271546,63.4738,0.000527717,0.00213886,-0.04276344913523644,0.002138857962563634,-0.000752442,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Trevor Boone","sa3010336",685392
"Jose Ramos","NYM",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.204737,0.0778106,0.346715,0.224423,0.271043,0.353363,0.274378,0.624406,0.148626,3.40942,0.287205,,-0.00254966,0.0867559,-0.0314018,76.8442,-0.00254966,-0.0106943,-0.029994021635502577,-0.010694287717342377,-0.000758961,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Jose Ramos","sa3008845",682947
"Ben McLaughlin","ARI",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.222331,0.106281,0.242967,0.437431,0.308044,0.337786,0.288985,0.64583,0.115455,1.86026,0.283431,,-0.00220265,0.098615,-0.0195427,82.5649,-0.00220265,-0.0178238,-0.022866884246468544,-0.01782381348311901,-0.000759205,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Ben McLaughlin","sa3025256",808768
"Alberto Hernandez","HOU",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.205217,0.0639721,0.256803,0.249109,0.259323,0.30247,0.2495,0.561794,0.0972533,3.93154,0.265085,,-0.00165934,0.0665571,-0.0516006,56.9904,-0.00165934,0.0104961,-0.05235118430573493,0.010496087372303009,-0.00076087,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Alberto Hernandez","sa3018582",800516
"Matt Hogan","CHW",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.184006,0.0977693,0.352483,0.277373,0.27665,0.291604,0.258267,0.568254,0.107598,5.55477,0.279422,,0.000530973,0.0736748,-0.0444829,62.1969,0.000530973,0.00213886,-0.04402434441726655,0.002138857962563634,-0.000763979,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Matt Hogan","sa3023375",681375
"Aaron Sabato","MIN",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.209658,0.0826006,0.333006,0.248045,0.280747,0.371152,0.285793,0.651899,0.161494,2.79875,0.286404,,-0.00126893,0.0960233,-0.0221345,80.6578,-0.00126893,-0.0178238,-0.024066003039479256,-0.01782381348311901,-0.000764422,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Aaron Sabato","sa3014494",693306
"Josh Zamora",,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.213058,0.0624337,0.231933,0.269189,0.269065,0.331965,0.265314,0.60103,0.118908,1.95034,0.257026,,-0.00118494,0.0793962,-0.0387615,65.9925,-0.00118494,0.000712953,-0.04149090533610433,0.0007129529840312898,-0.000768132,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Josh Zamora","sa3020092",695031
"Tyson Lewis","CIN",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.216023,0.0512631,0.352996,0.145223,0.260543,0.354186,0.267605,0.614729,0.138163,6.20555,0.313547,,0.00115643,0.0812565,-0.0369012,64.023,0.00115643,0.000657342,-0.041483700973913074,0.0006573420250788331,-0.000773085,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Tyson Lewis","sa3066822",815653
"Alec Makarewicz","CHW",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.210174,0.0600343,0.304413,0.197213,0.260286,0.3371,0.261728,0.597385,0.126926,3.95848,0.284514,,-0.000952695,0.0764846,-0.0416731,64.5809,-0.000952695,0.000712953,-0.04269822029164061,0.0007129529840312898,-0.000774188,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Alec Makarewicz","sa3025309",701062
"Edgardo De Leon","MIA",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.206536,0.0672556,0.32495,0.206972,0.265028,0.336471,0.264524,0.601499,0.129936,5.22808,0.289771,,-0.000606258,0.078755,-0.0394027,65.4515,-0.000606258,0.000712953,-0.0415533747873269,0.0007129529840312898,-0.000774524,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Edgardo De Leon","sa3024339",821279
"Stiven Flores","CHW",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.215732,0.0483451,0.23011,0.210095,0.253424,0.303718,0.245482,0.557142,0.0879865,2.35905,0.267721,,-0.00132514,0.0632952,-0.0548626,53.3903,-0.00132514,0.014259,-0.056260126759298146,0.01425904966890812,-0.000775805,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Stiven Flores","sa3021638",808696
"Marcus Lee Sang","PHI",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.221453,0.0721103,0.286308,0.251863,0.282324,0.353359,0.279406,0.635683,0.131906,5.28923,0.293539,,-0.000976489,0.0908382,-0.0273195,75.377,-0.000976489,-0.0106943,-0.030159807938616723,-0.010694287717342377,-0.000775923,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Marcus Lee Sang","sa3011445",686984
"Quinn McDaniel","SFG",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.193126,0.0889703,0.339568,0.26201,0.27044,0.296266,0.255042,0.566706,0.10314,5.43192,0.286391,,0.00122234,0.0710566,-0.0471011,62.6905,0.00122234,0.00213886,-0.04299716209061444,0.002138857962563634,-0.000776354,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Quinn McDaniel","sa3022701",814194
"Kendrick Herrera","PIT",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.207319,0.0740235,0.280088,0.264286,0.271655,0.303616,0.25714,0.575271,0.0962964,2.93603,0.279672,,-0.00114776,0.0727603,-0.0453974,59.8511,-0.00114776,0.00784248,-0.04873254697304219,0.007842478342354298,-0.000779604,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Kendrick Herrera","sa3023776",821696
"Ryan Galanie","CHW",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.231398,0.0566223,0.225297,0.251323,0.284516,0.368063,0.285501,0.652579,0.136665,3.73697,0.276785,,-0.00181088,0.0957866,-0.0223711,80.9577,-0.00181088,-0.0178238,-0.024254412157461047,-0.01782381348311901,-0.000783699,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Ryan Galanie","sa3022759",814436
"Felix Reyes","PHI",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.240165,0.0310399,0.209789,0.147958,0.266583,0.380523,0.279086,0.647106,0.140358,3.83525,0.279379,,-0.000827901,0.0905784,-0.0275793,75.1578,-0.000827901,-0.0106943,-0.0302710275282152,-0.010694287717342377,-0.000787302,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Felix Reyes","sa3015688",694025
"Marcus Smith",,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.179843,0.0973911,0.405405,0.240231,0.265468,0.300082,0.254528,0.56555,0.120239,5.98931,0.295237,,0.0013636,0.0706393,-0.0475184,61.2841,0.0013636,0.00213886,-0.04426763532683253,0.002138857962563634,-0.000788871,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Marcus Smith","sa1169620",687526
"Juan Montero","BOS",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.206837,0.08476,0.291791,0.290482,0.287112,0.311203,0.269158,0.598315,0.104366,3.28754,0.287121,,-0.00177663,0.0825176,-0.0356401,65.7607,-0.00177663,0,-0.04213158425409347,0,-0.000789158,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Juan Montero","sa3015314",695467
"Chase Call","HOU",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.204762,0.0936461,0.277254,0.337763,0.28764,0.315819,0.271195,0.603459,0.111057,4.78142,0.272417,,0.00163895,0.0841711,-0.0339866,71.9351,0.00163895,-0.0106943,-0.031438803183846176,-0.010694287717342377,-0.000789312,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Chase Call","sa3028273",813842
"Stone Russell","KCR",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.21522,0.0724744,0.23602,0.307069,0.276715,0.325422,0.266753,0.602138,0.110202,3.81068,0.270519,,-0.0019473,0.0805651,-0.0375926,65.2835,-0.0019473,0.000712953,-0.04286476387642324,0.0007129529840312898,-0.000791227,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Stone Russell","sa3022819",806212
"Derik Alcantara","CHC",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.219109,0.0794172,0.233577,0.340004,0.285023,0.334191,0.274316,0.619214,0.115082,5.30302,0.273665,,-0.00104302,0.0867051,-0.0314526,75.2925,-0.00104302,-0.0106943,-0.030326469452120364,-0.010694287717342377,-0.000792974,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Derik Alcantara","sa3021322",814131
"Alexander Vargas","CIN",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.207413,0.0483006,0.253941,0.190204,0.248106,0.321208,0.24909,0.569315,0.113795,6.1442,0.261452,,0.000340541,0.0662242,-0.0519335,57.2608,0.000340541,0.00784248,-0.05003254028270021,0.007842478342354298,-0.000795141,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Alexander Vargas","sa3008851",683061
"Jesus Hernandez","MIA",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.2064,0.0796251,0.289745,0.274811,0.272952,0.31538,0.261808,0.588332,0.10898,5.48295,0.28142,,0.00139392,0.0765496,-0.0416081,63.5907,0.00139392,0.000712953,-0.04175857629161328,0.0007129529840312898,-0.000795519,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Jesus Hernandez","sa3015736",698929
"Daniel McElveny",,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.196755,0.0987927,0.306407,0.322423,0.289991,0.298268,0.267446,0.588259,0.101512,3.38709,0.280098,,-0.00214934,0.0811278,-0.0370299,55.1417,-0.00214934,0.014259,-0.05531576368957758,0.01425904966890812,-0.000796654,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Daniel McElveny","sa3017340",695772
"Nick Biddison","PHI",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.196983,0.0753048,0.32331,0.232919,0.275174,0.313181,0.263946,0.588355,0.116198,5.0444,0.277594,,-0.0000534652,0.0782859,-0.0398718,64.7862,-0.0000534652,0.000712953,-0.04178905096705421,0.0007129529840312898,-0.000798637,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Nick Biddison","sa3019888",680994
"Brayan Buelvas","ATH",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.200893,0.0679651,0.2965,0.229224,0.261498,0.323301,0.258393,0.584799,0.122408,5.41842,0.271209,,0.000872689,0.0737772,-0.0443805,62.2109,0.000872689,0.00213886,-0.043790692230686545,0.002138857962563634,-0.000798808,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Brayan Buelvas","sa3008868",683454
"Miguel Villarroel","STL",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.225358,0.0319308,0.267045,0.119571,0.252592,0.309668,0.246115,0.56226,0.08431,5.63964,0.29935,,0.00281784,0.0638084,-0.0543493,56.3295,0.00281784,0.00784248,-0.0489406967535615,0.007842478342354298,-0.0008009,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Miguel Villarroel","sa3015631",692446
"Anthony Huezo","HOU",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.191721,0.0631471,0.372061,0.169722,0.255204,0.325891,0.256765,0.581095,0.134169,5.37928,0.284767,,0.000405646,0.0724558,-0.0457019,61.9952,0.000405646,0.00213886,-0.044387423258740455,0.002138857962563634,-0.000801127,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Anthony Huezo","sa3022691",805953
"Edwin Rios",,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.212779,0.0858969,0.342521,0.250778,0.286729,0.383701,0.293403,0.67043,0.170922,1.90046,0.292714,,-0.00159405,0.102202,-0.0159558,81.6954,-0.00159405,-0.0178238,-0.023288764292374253,-0.01782381348311901,-0.000802369,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Edwin Rios","18316",621458
"Justin Johnson","KCR",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.209802,0.0750248,0.243394,0.308244,0.277324,0.310604,0.262827,0.587928,0.100802,3.82448,0.267609,,-0.000295185,0.0773774,-0.0407803,62.5789,-0.000295185,0.00213886,-0.04440032006823458,0.002138857962563634,-0.000802446,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Justin Johnson","sa3022758",813386
"Bryan Andrade","ATH",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.215269,0.0692086,0.257484,0.268788,0.272636,0.320163,0.262626,0.592799,0.104894,3.57154,0.278654,,-0.00118292,0.0772141,-0.0409436,65.1188,-0.00118292,0.000712953,-0.04240939381998032,0.0007129529840312898,-0.000803371,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Bryan Andrade","sa3018467",800182
"Ivan Brethowr","PIT",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.191236,0.100979,0.308454,0.327371,0.301191,0.284804,0.270849,0.585996,0.0935682,4.98801,0.276009,,0.00161747,0.08389,-0.0342677,72.9173,0.00161747,-0.0106943,-0.03048108343500644,-0.010694287717342377,-0.000808793,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Ivan Brethowr","sa3025415",814442
"Ethan Wagner","HOU",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.20171,0.0721681,0.310713,0.232266,0.263988,0.320405,0.258961,0.584392,0.118694,3.39346,0.275931,,-0.00153191,0.0742383,-0.0439194,63.5075,-0.00153191,0.00213886,-0.04454253357835114,0.002138857962563634,-0.000816996,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Ethan Wagner","sa3066860",825334
"Tyler Pettorini","PHI",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.210683,0.0710448,0.259754,0.273508,0.274652,0.316236,0.263098,0.590887,0.105552,4.42055,0.272723,,-0.0009834151,0.077597,-0.0405607,64.205,-0.0009834151,0.00213886,-0.04340792272705585,0.002138857962563634,-0.000818379,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Tyler Pettorini","sa3069009",808805
"Jose Salas","MIN",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.208843,0.0534004,0.300332,0.177805,0.261321,0.322795,0.257773,0.584116,0.113952,5.61617,0.284713,,0.00242813,0.0732736,-0.0448841,61.3558,0.00242813,0.000657342,-0.04311860725283623,0.0006573420250788331,-0.000822888,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Jose Salas","sa3014690",691191
"Gavin Cross","KCR",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.216568,0.0621382,0.276152,0.225015,0.268678,0.361977,0.275061,0.630655,0.145409,5.69633,0.27441,,0.00240313,0.0873103,-0.0308474,71.0065,0.00240313,-0.0106943,-0.0317690996453166,-0.010694287717342377,-0.000823106,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Gavin Cross","sa3019985",688457
"Jake Thompson",,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.215478,0.0851958,0.270278,0.315215,0.293595,0.33273,0.279548,0.626324,0.117251,3.24537,0.285165,,-0.00191218,0.0909528,-0.0272049,75.7432,-0.00191218,-0.0106943,-0.03066152415703982,-0.010694287717342377,-0.000827255,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Jake Thompson","sa3019945",700081
"Jairo Pomares",,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.219046,0.0504064,0.292998,0.172037,0.263449,0.359387,0.271147,0.622837,0.140341,4.46559,0.285637,,0.000473869,0.0841321,-0.0340256,73.7227,0.000473869,-0.0106943,-0.030670159991132095,-0.010694287717342377,-0.000828138,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Jairo Pomares","sa3010023",682646
"Tyler Robertson","SDP",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.198174,0.0633745,0.314058,0.201792,0.259808,0.303914,0.251256,0.563723,0.105741,5.51883,0.275959,,0.00216268,0.0679826,-0.0501751,61.4421,0.00216268,0.00213886,-0.04353636992163956,0.002138857962563634,-0.000831521,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Tyler Robertson","sa3020010",805234
"Caden Powell","HOU",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.190931,0.0719515,0.358553,0.200672,0.256912,0.308122,0.251495,0.565034,0.117192,5.57295,0.283487,,0.00258897,0.0681769,-0.0499808,58.3647,0.00258897,0.00393692,-0.046483042649924755,0.003936924040317535,-0.00083157,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Caden Powell","sa3025361",702547
"Alfredo Velásquez","BAL",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.232079,0.0235593,0.199207,0.118265,0.250781,0.335908,0.254025,0.586689,0.103829,5.6786,0.274262,,0.00130483,0.0702313,-0.0479264,60.9768,0.00130483,0.00213886,-0.04468853818252683,0.002138857962563634,-0.000831934,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Alfredo Velasquez","sa3018556",800414
"Chase Adkison","STL",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.225667,0.0861214,0.219489,0.392373,0.303879,0.326809,0.282944,0.630688,0.101142,2.42293,0.27991,,-0.00173783,0.09371,-0.0244477,81.5585,-0.00173783,-0.0178238,-0.023594788508489728,-0.01782381348311901,-0.000833679,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Chase Adkison","sa3022433",801187
"Junior Franco","ARI",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.232485,0.059438,0.221359,0.268514,0.278825,0.351439,0.275822,0.630264,0.118954,5.50511,0.282739,,0.000562327,0.0879276,-0.0302301,73.5476,0.000562327,-0.0106943,-0.03078929166076705,-0.010694287717342377,-0.000840327,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Junior Franco","sa3015170",691285
"Miguel Ugueto","STL",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.231303,0.0282312,0.207474,0.136071,0.256299,0.332504,0.256087,0.588803,0.101201,5.15308,0.279919,,0.0000313782,0.071905,-0.0462528,63.1609,0.0000313782,0.00213886,-0.04363058503440698,0.002138857962563634,-0.000841161,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Miguel Ugueto","sa3015293",692568
"Tim Elko","CHW",2,7,7,2,1,0,0,0,1,1,0,0,2,0,0,0,,0,0,0.236927,0.0522161,0.324141,0.161091,0.280529,0.402897,0.29509,0.683425,0.16597,2.68036,0.317905,-0.00193418,-0.00986349,0.725,-0.102104,87.5627,-0.0117977,-0.00974843,-0.11440911330282688,-0.13474842626601458,-0.000841921,999,,,,,,,4.2,2.1,4.2,2.1,,,,,,,,,,,,,,,,,,,"Tim Elko","31522",671284
"Michael Toglia","CIN",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.210402,0.0944747,0.332743,0.283927,0.286853,0.397264,0.297897,0.684118,0.186863,3.94748,0.277709,,-0.00109707,0.105851,-0.0123067,84.7742,-0.00109707,-0.0223867,-0.01914275693707168,-0.022386709228157997,-0.000845022,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Michael Toglia","25845",669911
"Max Wagner","BAL",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.200625,0.0799844,0.318462,0.251158,0.271155,0.317077,0.261975,0.588232,0.116453,5.06531,0.283645,,-0.000532493,0.0766857,-0.041472,66.4531,-0.000532493,-0.00262224,-0.040071390103548765,-0.0026222390588372946,-0.000846662,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Max Wagner","sa3020415",694484
"Orlando Martinez","TEX",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.227411,0.0737237,0.226733,0.325156,0.285164,0.335373,0.274155,0.620537,0.107962,3.94813,0.283748,,-0.00134431,0.0865747,-0.031583,73.9744,-0.00134431,-0.0106943,-0.032018523779697716,-0.010694287717342377,-0.000848625,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Orlando Martinez","sa3006664",678636
"Maick Collado","CLE",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.215496,0.0778907,0.215798,0.360943,0.279213,0.29887,0.259229,0.578083,0.0833744,2.04474,0.267706,,-0.00135653,0.0744564,-0.0437013,64.3018,-0.00135653,0.000712953,-0.04343103233259171,0.0007129529840312898,-0.000849164,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Maick Collado","sa3015534",691408
"Handelfry Encarnacion","MIL",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.208195,0.0567091,0.265631,0.213488,0.2591,0.326951,0.257971,0.586051,0.118755,2.89913,0.264992,,-0.00174188,0.0734351,-0.0447226,63.0585,-0.00174188,0.00393692,-0.04552517319098115,0.003936924040317535,-0.000851036,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Handelfry Encarnacion","sa3024124",821136
"Donta' Williams",,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.198583,0.0940714,0.27385,0.343514,0.28309,0.290241,0.26017,0.573331,0.0916572,4.88407,0.270402,,-0.000872259,0.0752197,-0.042938,63.8298,-0.000872259,0.00213886,-0.04374148393981159,0.002138857962563634,-0.000852507,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Donta' Williams","sa3017152",676024
"Danny Serretti","ARI",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.203102,0.090434,0.265604,0.340484,0.281625,0.301615,0.262814,0.58324,0.0985126,2.94268,0.268405,,-0.00261338,0.0773664,-0.0407913,65.3355,-0.00261338,0.000712953,-0.04346950282342732,0.0007129529840312898,-0.0008531,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Danny Serretti","sa3019967",681400
"Javier Francisco",,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.202674,0.0699931,0.295478,0.236881,0.266245,0.317703,0.259308,0.583948,0.115029,3.29731,0.273946,,-0.0015759,0.0745203,-0.0436374,65.6129,-0.0015759,0.000712953,-0.04233172698877752,0.0007129529840312898,-0.000854159,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Javier Francisco","sa3015729",695223
"Owen Cobb","NYY",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.20372,0.0613436,0.285671,0.214735,0.259111,0.31133,0.25268,0.570441,0.10761,5.74802,0.272238,,0.00254855,0.0691385,-0.0490192,59.7335,0.00254855,0.00213886,-0.04491022112779319,0.002138857962563634,-0.000854615,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Owen Cobb","sa3025193",686540
"Edrei Campos","BAL",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.200195,0.0559939,0.315519,0.177466,0.251153,0.316269,0.250113,0.567421,0.116073,4.4377,0.274816,,-0.0014601,0.067055,-0.0511027,58.282,-0.0014601,0.00784248,-0.05062968528363854,0.007842478342354298,-0.000856236,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Edrei Campos","sa3018550",800402
